employee_id,Nama,domisili,jenis_kelamin,date_of_birth,join_date,resign_date,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,churn_status
EM5952,Kamidin Nasyidah,Kota Jakarta Barat,Laki-laki,1992-04-01,2023-07-14,2024-10-07,Married,0,SLTA,8.0,9.31,HR,Staff,2618609.0,,3,3,1
EM6996,Lidya Mayasari,Kota Jakarta Barat,Laki-laki,1971-09-26,2021-03-14,2023-05-31,Married,0,D2,1.0,9.85,Creative & Design,Manager,10059394.342283309,2.0,3,4,1
EM11587,Drajat Hidayanto,Kota Jakarta Timur,Perempuan,1982-09-19,2021-07-10,2023-10-01,Married,2,D2,5.0,9.1,Engineering & IT,Senior,7898757.785424981,,4,3,1
EM5912,Prayitna Wastuti,Kota Bekasi,Laki-laki,1981-07-08,2021-02-02,2023-04-07,Married,2,D2,7.0,9.4,Engineering & IT,Senior,6807524.744203422,,4,4,1
EM9341,Cahyadi Rajata,Tangerang,Laki-laki,1988-06-23,2021-02-06,2023-06-28,Married,1,D1,7.0,9.35,Finance & Accounting,Staff,3163736.0,,3,3,1
EM9514,Salwa Anggriawan,Kabupaten Bekasi,Laki-laki,1991-04-25,2021-08-02,2023-04-20,Married,1,SLTA,0.0,9.55,Service & Support,Staff,1526682.0,,1,3,1
EM6030,Uda Suryatmi,Kabupaten Bekasi,Perempuan,1989-11-17,2023-01-17,2024-05-25,Married,2,D2,7.0,9.08,Marketing,Staff,3698805.0,,1,1,1
EM11729,Zulaikha Suartini,Kota Jakarta Utara,Perempuan,1971-12-10,2021-10-03,2023-05-01,Married,0,D2,10.0,9.44,Operations,Senior,6548395.151221823,,4,4,1
EM1538,Mulya Suwarno,Kabupaten Bogor,Laki-laki,1998-01-25,2022-03-03,2023-11-03,Single,0,D1,1.0,9.11,Finance & Accounting,Staff,4184654.0,,2,3,1
EM9978,Dadi Firmansyah,Kabupaten Bekasi,Laki-laki,1985-06-29,2023-08-01,2024-08-21,Married,2,SLTA,2.0,9.88,Marketing,Staff,1238241.0,,3,2,1
EM12774,Shakila Hidayanto,Kota Jakarta Timur,Perempuan,1991-01-14,2021-05-24,2023-04-01,Married,0,D2,7.0,9.56,Creative & Design,Staff,4741192.0,,1,1,1
EM12791,Ulya Saputra,Kota Jakarta Selatan,Laki-laki,1976-02-17,2021-07-03,2023-10-12,Married,2,SLTA,12.0,9.22,Service & Support,Senior,13297331.138515215,,3,3,1
EM4651,Eli Manullang,Kabupaten Bogor,Perempuan,1989-11-15,2022-02-01,2023-04-17,Married,2,D2,4.0,9.67,HR,Staff,4453519.0,1.0,3,3,1
EM3823,Rahayu Lestari,Tangerang,Laki-laki,1989-06-03,2020-08-09,2023-01-20,Single,0,D1,5.0,9.43,Finance & Accounting,Staff,3680607.0,,3,1,1
EM2093,Lurhur Hidayat,Kota Depok,Perempuan,1985-05-24,2022-11-11,2024-02-16,Married,1,D3,0.0,9.7,Operations,Staff,3133790.0,,1,1,1
EM7938,Wani Setiawan,Kabupaten Bogor,Laki-laki,1981-06-26,2022-10-16,2023-11-08,Married,3,SLTA,14.0,9.54,Corporate Strategy & Communications,Manager,9206692.908625452,,4,3,1
EM4597,Faizah Kuswoyo,Kabupaten Bekasi,Perempuan,1977-03-17,2021-09-05,2024-04-01,Married,0,D3,2.0,9.19,Corporate Strategy & Communications,Senior,7394097.1652612,,3,3,1
EM1015,Surya Suryatmi,Kota Jakarta Selatan,Laki-laki,1982-06-01,2022-11-17,2024-01-03,Married,0,SLTA,13.0,9.85,Service & Support,Manager,14951629.255546868,,4,4,1
EM5276,Mustofa Saragih,Kota Jakarta Pusat,Perempuan,1992-08-10,2023-08-08,2024-10-07,Married,1,D1,1.0,9.17,Service & Support,Staff,4618523.0,,3,1,1
EM6037,Daniswara Sirait,Kota Jakarta Utara,Laki-laki,1996-09-06,2021-02-02,2023-03-16,Married,1,SLTA,0.0,9.32,HR,Staff,1241073.0,,1,1,1
EM7755,Erik Kusmawati,Tangerang,Laki-laki,1992-10-15,2022-07-21,2023-08-23,Single,0,SLTA,11.0,9.6,Operations,Staff,2326644.0,,2,2,1
EM3570,Lanjar Nashiruddin,Kota Depok,Perempuan,1985-08-05,2022-08-03,2024-10-02,Married,2,SLTA,0.0,9.52,HR,Staff,2870161.0,,2,2,1
EM5115,Balidin Siregar,Tangerang,Laki-laki,1987-03-10,2022-05-22,2023-10-15,Single,0,D2,2.0,9.87,Service & Support,Staff,4063904.0,,2,2,1
EM13552,Gamanto Laksmiwati,Kota Jakarta Pusat,Perempuan,1992-12-31,2021-04-05,2023-07-03,Married,1,D3,4.0,9.2,Finance & Accounting,Staff,4086197.0,1.0,3,3,1
EM13016,Garang Nurdiyanti,Kota Jakarta Pusat,Perempuan,1969-03-04,2023-10-13,2024-10-31,Married,5,SLTA,,9.14,Finance & Accounting,Senior,13130112.744779505,,3,4,1
EM13339,Ulya Yuniar,Kabupaten Bekasi,Laki-laki,1989-11-29,2022-06-28,2023-09-15,Married,2,SLTA,4.0,9.28,Service & Support,Staff,2488450.0,,1,2,1
EM6680,Edi Prayoga,Kota Depok,Perempuan,1989-05-13,2021-07-25,2023-08-31,Married,1,SLTA,15.0,9.12,Engineering & IT,Staff,1061497.0,,3,3,1
EM5372,Gilang Wastuti,Kabupaten Bogor,Laki-laki,1999-04-14,2023-05-13,2024-09-11,Single,0,D1,5.0,9.55,Operations,Staff,4324583.0,,1,3,1
EM4007,Jane Aryani,Kota Jakarta Barat,Perempuan,1986-02-17,2022-04-12,2024-05-30,Married,1,SLTA,9.0,9.73,Marketing,Staff,1684622.0,,3,3,1
EM0236,Mahesa Mahendra,Kabupaten Bogor,Perempuan,1975-09-22,2021-02-21,2023-04-15,Married,1,SLTA,11.0,9.65,HR,Senior,14084867.443475133,,3,4,1
EM4681,Mariadi Tarihoran,Kabupaten Bogor,Laki-laki,1988-05-28,2022-05-03,2023-06-28,Single,0,D3,2.0,9.8,Corporate Strategy & Communications,Staff,3574907.0,,3,2,1
EM6546,Warsa Purwanti,Kabupaten Bekasi,Perempuan,1983-06-04,2022-06-09,2024-07-03,Married,0,SLTA,10.0,9.17,HR,Manager,8631528.48514827,1.0,4,4,1
EM14144,Labuh Riyanti,Kabupaten Bogor,Perempuan,1977-02-20,2022-01-17,2023-02-11,Married,2,SLTA,1.0,9.28,HR,Senior,12583468.12427957,,4,4,1
EM11157,Gamani Utama,Kabupaten Bekasi,Perempuan,1978-09-10,2021-09-26,2023-05-02,Married,1,D3,5.0,9.02,Corporate Strategy & Communications,Manager,7768775.523228786,,3,3,1
EM6554,Galiono Puspasari,Tangerang,Laki-laki,1973-03-06,2023-06-19,2024-08-03,Married,0,SLTA,14.0,9.13,Finance & Accounting,Senior,11652514.72605459,,4,3,1
EM10949,Raden Setiawan,Kabupaten Bekasi,Laki-laki,1977-07-10,2022-12-28,2024-02-04,Divorce,2,SLTA,2.0,9.28,Corporate Strategy & Communications,Senior,9762390.04740592,1.0,3,3,1
EM3681,Daliman Astuti,Kota Bekasi,Perempuan,1993-01-04,2021-07-03,2023-03-18,Married,2,D1,4.0,9.34,Creative & Design,Staff,4058107.0,,2,1,1
EM2781,Kairav Laksmiwati,Kabupaten Bogor,Perempuan,1992-04-06,2023-01-04,2024-02-23,Married,2,SLTA,1.0,9.15,HR,Staff,1908204.0,,1,1,1
EM8075,Drajat Pangestu,Tangerang,Perempuan,1978-10-08,2023-01-10,2024-06-05,Married,3,SLTA,9.0,9.51,Marketing,Senior,11420789.713714924,,4,4,1
EM1589,Cakrawangsa Kuswandari,Kota Bogor,Perempuan,1995-07-01,2022-08-16,2023-10-02,Single,0,SLTA,12.0,9.63,Marketing,Staff,1525291.0,,2,3,1
EM0815,Edi Napitupulu,Kabupaten Bekasi,Laki-laki,1971-03-02,2023-04-11,2024-06-23,Married,0,SLTA,10.0,9.83,HR,Manager,13562717.091193832,,4,4,1
EM12672,Cici Utama,Kota Jakarta Selatan,Laki-laki,1996-08-19,2022-07-27,2023-10-02,Married,1,SLTA,10.0,9.4,Marketing,Staff,1410961.0,,1,3,1
EM1132,Ganjaran Simbolon,Kabupaten Bekasi,Perempuan,1992-09-26,2021-09-25,2023-11-04,Married,1,SLTA,14.0,9.23,Engineering & IT,Staff,1185540.0,,2,3,1
EM6370,Muni Laksmiwati,Kota Depok,Perempuan,1975-07-15,2020-11-30,2023-03-12,Married,3,SLTA,5.0,9.41,Engineering & IT,Senior,9528907.303469852,,4,4,1
EM3043,Bagiya Zulkarnain,Kabupaten Bogor,Laki-laki,1996-08-07,2022-05-17,2024-09-26,Married,2,D2,4.0,9.47,Service & Support,Staff,3163881.0,,1,3,1
EM8832,Lega Riyanti,Kota Depok,Laki-laki,1993-04-08,2022-10-05,2024-02-07,Divorce,2,D3,4.0,9.58,Engineering & IT,Staff,3651300.0,,2,1,1
EM10445,Latika Tamba,Kota Jakarta Timur,Perempuan,1988-04-17,2021-07-17,2023-08-24,Married,3,D2,7.0,9.41,Corporate Strategy & Communications,Staff,3541565.0,,2,3,1
EM8967,Zizi Suryatmi,Kota Jakarta Timur,Laki-laki,1980-11-23,2021-11-15,2024-04-02,Divorce,2,D2,2.0,9.47,Finance & Accounting,Manager,7401711.727721614,,4,4,1
EM3459,Tri Handayani,Kota Depok,Laki-laki,1983-11-27,2021-09-12,2023-11-17,Married,2,D2,5.0,9.15,Creative & Design,Staff,3602430.0,,1,3,1
EM3948,Kamal Hassanah,Kota Jakarta Timur,Laki-laki,1977-10-21,2020-09-26,2023-04-06,Married,2,D1,2.0,9.35,Marketing,Senior,10225204.901239632,,4,3,1
EM7007,Uda Maulana,Kota Jakarta Barat,Perempuan,1994-05-20,2023-04-18,2024-06-15,Married,2,D3,10.0,9.17,Engineering & IT,Staff,3696350.0,,2,2,1
EM12527,Edward Natsir,Kota Depok,Laki-laki,1988-02-06,2022-04-26,2023-10-04,Married,1,SLTA,2.0,9.54,Corporate Strategy & Communications,Staff,2968481.0,,2,2,1
EM1122,Ibrahim Widodo,Kota Bekasi,Laki-laki,1994-01-29,2022-08-29,2023-09-30,Divorce,1,D3,6.0,9.12,Corporate Strategy & Communications,Staff,4103116.0,,2,2,1
EM11076,Putu Simanjuntak,Kota Jakarta Timur,Laki-laki,1999-07-19,2022-01-05,2024-02-18,Married,0,D1,2.0,9.48,Engineering & IT,Staff,3643494.0,,1,3,1
EM2380,Damar Oktaviani,Kota Jakarta Timur,Perempuan,1994-02-11,2022-04-26,2023-09-01,Single,0,D2,10.0,9.71,Finance & Accounting,Staff,3381518.0,,1,3,1
EM2372,Ajiman Mulyani,Kota Jakarta Selatan,Laki-laki,1982-03-12,2022-03-21,2023-05-26,Single,2,SLTA,0.0,9.66,HR,Senior,8012199.257551322,,3,3,1
EM11360,Nardi Januar,Kota Jakarta Selatan,Laki-laki,2000-01-01,2022-08-07,2023-11-03,Single,0,SLTA,6.0,9.54,Marketing,Staff,2580549.0,,3,3,1
EM2293,Suci Rahimah,Tangerang,Perempuan,1976-06-13,2022-08-05,2024-09-20,Married,2,SLTA,0.0,9.55,HR,Manager,14440136.869572803,,3,4,1
EM12236,Puji Nurdiyanti,Kota Depok,Laki-laki,1990-03-19,2021-11-14,2024-09-03,Single,0,SLTA,8.0,9.24,Finance & Accounting,Staff,2331012.0,,1,1,1
EM8250,Ellis Nainggolan,Kepulauan Seribu,Perempuan,1992-12-10,2022-09-19,2024-10-18,Married,1,SLTA,14.0,9.3,Creative & Design,Staff,2113905.0,,3,2,1
EM4421,Ajimat Januar,Tangerang,Laki-laki,1975-12-24,2022-01-27,2024-05-09,Married,1,D3,8.0,9.44,Corporate Strategy & Communications,Manager,6505562.411796509,,4,3,1
EM4853,Lurhur Nainggolan,Kota Jakarta Utara,Laki-laki,1994-11-21,2020-11-16,2023-04-14,Single,0,SLTA,0.0,9.13,Marketing,Staff,1196290.0,,2,1,1
EM11363,Opan Pertiwi,Kabupaten Bekasi,Laki-laki,1993-03-09,2022-08-10,2023-10-10,Married,1,D1,2.0,9.1,Operations,Staff,4611827.0,,1,1,1
EM4021,Sari Haryanti,Kota Bogor,Perempuan,1972-07-15,2023-05-12,2024-07-04,Married,3,SLTA,12.0,9.23,Creative & Design,Manager,8350773.884473892,,3,4,1
EM4717,Hani Namaga,Tangerang,Perempuan,1985-12-16,2021-09-08,2023-03-22,Divorce,0,D3,3.0,9.41,Service & Support,Staff,3055537.0,,1,3,1
EM0602,Ivan Palastri,Kota Bekasi,Perempuan,1990-07-28,2023-05-29,2024-08-26,Single,0,D2,9.0,9.25,Creative & Design,Staff,3496995.0,,3,1,1
EM2011,Harimurti Pratama,Tangerang,Laki-laki,1990-03-15,2022-01-25,2023-02-24,Married,1,SLTA,11.0,9.06,Corporate Strategy & Communications,Staff,1589429.0,,1,1,1
EM8542,Najam Namaga,Tangerang,Laki-laki,1986-12-27,2021-03-14,2023-05-02,Married,2,SLTA,0.0,9.12,Creative & Design,Staff,2010551.0,,3,3,1
EM5600,Gilda Situmorang,Tangerang,Perempuan,1981-12-08,2022-01-02,2024-09-13,Married,2,D3,7.0,9.32,Engineering & IT,Senior,9961089.017650671,,4,4,1
EM6817,Diah Rajasa,Kota Jakarta Timur,Perempuan,1985-06-15,2021-09-04,2023-01-13,Married,2,SLTA,10.0,9.05,HR,Staff,2480953.0,,1,1,1
EM7837,Jinawi Maulana,Kota Depok,Laki-laki,1984-08-28,2022-01-27,2023-07-11,Married,1,SLTA,10.0,9.37,Finance & Accounting,Staff,1953960.0,,1,2,1
EM0909,Calista Prayoga,Kota Jakarta Pusat,Laki-laki,1978-10-09,2022-01-11,2024-05-16,Married,2,D3,5.0,9.31,Operations,Manager,8525681.329670263,,4,3,1
EM10124,Putri Hutasoit,Kabupaten Bekasi,Laki-laki,1974-05-20,2021-11-16,2024-04-15,Married,2,SLTA,4.0,9.55,Finance & Accounting,Senior,12025073.81772676,,3,3,1
EM11902,Kurnia Nasyidah,Kota Jakarta Timur,Laki-laki,2000-02-19,2020-03-16,2023-01-16,Married,2,SLTA,4.0,9.27,Finance & Accounting,Staff,2804840.0,,2,1,1
EM0642,Amelia Latupono,Kabupaten Bekasi,Perempuan,1995-01-05,2022-10-02,2023-11-26,Married,1,SLTA,5.0,9.29,HR,Staff,2212088.0,,2,3,1
EM10550,Kariman Pradana,Kota Depok,Perempuan,1977-04-04,2022-06-20,2023-11-30,Married,1,D1,4.0,9.69,HR,Manager,8075915.918556082,,3,4,1
EM3469,Lulut Habibi,Tangerang,Laki-laki,1998-12-03,2021-10-30,2023-01-03,Single,0,SLTA,1.0,9.64,Operations,Staff,1063562.0,,2,2,1
EM11003,Dimaz Mahendra,Kabupaten Bekasi,Laki-laki,1991-05-25,2022-06-19,2023-07-22,Married,2,SLTA,12.0,9.83,Operations,Staff,1805730.0,,1,1,1
EM4433,Harto Nashiruddin,Kota Jakarta Selatan,Perempuan,1998-02-15,2022-03-08,2023-07-09,Married,1,D2,10.0,9.09,Marketing,Staff,3603906.0,1.0,1,3,1
EM1238,Gandewa Tarihoran,Kota Jakarta Selatan,Laki-laki,1977-09-10,2022-08-01,2024-10-27,Married,1,D1,0.0,9.33,Operations,Manager,9228095.254117616,1.0,3,3,1
EM13788,Marsudi Hakim,Tangerang,Perempuan,1992-08-03,2023-05-15,2024-07-15,Married,2,SLTA,14.0,9.9,Marketing,Staff,1163323.0,,2,3,1
EM4364,Nasrullah Purwanti,Kota Depok,Laki-laki,1993-11-17,2023-07-17,2024-09-06,Married,2,SLTA,12.0,9.51,Creative & Design,Staff,1853678.0,,3,2,1
EM3813,Endra Wasita,Kabupaten Bogor,Laki-laki,1996-08-03,2023-07-11,2024-08-25,Married,2,SLTA,9.0,9.05,Operations,Staff,1613945.0,,3,1,1
EM7874,Nasab Nainggolan,Kepulauan Seribu,Perempuan,1972-09-07,2022-05-16,2024-04-04,Married,1,D2,2.0,9.32,Operations,Senior,8598179.445391646,1.0,3,4,1
EM2262,Dimas Sudiati,Tangerang,Perempuan,1994-02-09,2023-05-24,2024-06-16,Single,0,SLTA,15.0,9.39,HR,Staff,1013531.0,,1,3,1
EM1829,Margana Saptono,Kota Jakarta Selatan,Perempuan,1980-04-12,2023-09-15,2024-10-19,Married,2,SLTA,3.0,9.04,Engineering & IT,Senior,14657258.9518494,,3,4,1
EM13838,Mursita Kuswandari,Kota Jakarta Barat,Perempuan,1990-01-01,2022-08-29,2024-01-11,Married,0,SLTA,0.0,9.36,HR,Staff,2216917.0,,2,2,1
EM11224,Muhammad Palastri,Kabupaten Bekasi,Perempuan,1990-02-12,2022-03-16,2023-05-11,Married,3,SLTA,13.0,9.6,Service & Support,Staff,1679101.0,,1,3,1
EM9690,Hadi Salahudin,Kota Depok,Perempuan,1984-11-11,2023-01-17,2024-07-10,Married,2,D1,2.0,9.74,Operations,Staff,3217934.0,,1,2,1
EM8781,Omar Yuliarti,Kepulauan Seribu,Laki-laki,1977-06-09,2022-05-12,2023-07-06,Married,2,SLTA,0.0,9.11,Operations,Senior,14255470.519113151,,3,3,1
EM3843,Galang Sihombing,Kota Jakarta Barat,Perempuan,1972-06-23,2020-09-27,2023-04-14,Married,4,D1,3.0,9.62,Creative & Design,Senior,10038762.499856338,,3,3,1
EM7127,Tami Pratiwi,Kabupaten Bekasi,Laki-laki,1998-09-16,2022-03-13,2024-05-25,Single,0,SLTA,6.0,9.11,Finance & Accounting,Staff,1355701.0,,2,2,1
EM1133,Kambali Susanti,Kota Jakarta Timur,Laki-laki,1981-03-18,2022-09-25,2023-12-03,Married,1,SLTA,10.0,9.65,Finance & Accounting,Senior,12748332.63628405,,4,4,1
EM5174,Hilda Saragih,Kota Bogor,Perempuan,2000-08-11,2020-10-04,2022-06-17,Single,0,D2,3.0,9.18,Finance & Accounting,Staff,3405398.0,,3,1,1
EM8479,Hamzah Tampubolon,Kota Jakarta Selatan,Laki-laki,1974-03-18,2021-09-11,2024-04-12,Married,3,D3,2.0,9.15,Operations,Senior,10381883.655477967,1.0,4,4,1
EM10824,Michelle Habibi,Kabupaten Bogor,Laki-laki,1994-06-06,2021-11-16,2023-04-18,Single,0,D2,4.0,9.63,Finance & Accounting,Staff,4335222.0,,1,3,1
EM7728,Indah Thamrin,Kota Jakarta Timur,Perempuan,1980-01-11,2022-04-04,2023-04-18,Married,0,D2,4.0,9.01,Finance & Accounting,Manager,8877112.885156613,,4,4,1
EM14273,Prasetyo Puspasari,Tangerang,Perempuan,1971-01-13,2020-03-06,2023-02-20,Married,2,D3,5.0,9.19,Finance & Accounting,Manager,9980480.404377583,1.0,3,4,1
EM12431,Putri Wasita,Tangerang,Perempuan,1991-06-01,2021-05-15,2023-04-06,Single,0,SLTA,11.0,9.61,Engineering & IT,Staff,2123785.0,,3,2,1
EM13543,Panca Natsir,Kabupaten Bogor,Laki-laki,1995-05-25,2022-02-20,2023-03-19,Married,0,SLTA,13.0,9.23,Finance & Accounting,Staff,1614431.0,,2,1,1
EM1640,Murti Wibisono,Kabupaten Bogor,Perempuan,1988-08-14,2021-01-02,2023-01-31,Single,0,D2,3.0,9.14,Operations,Staff,3451900.0,,1,3,1
EM5387,Victoria Sihotang,Kota Jakarta Selatan,Laki-laki,1984-07-05,2021-06-13,2023-08-30,Married,2,D1,8.0,9.45,HR,Staff,3698984.0,,3,3,1
EM2593,Citra Aryani,Tangerang,Perempuan,1975-12-31,2022-05-09,2024-07-15,Married,2,SLTA,12.0,9.64,Finance & Accounting,Senior,13039884.821931511,,4,4,1
EM11132,Farhunnisa Sinaga,Kepulauan Seribu,Perempuan,1987-05-17,2021-08-01,2023-10-26,Married,0,D3,1.0,9.65,HR,Staff,4343238.0,,2,1,1
EM10559,Gaman Permata,Kabupaten Bekasi,Laki-laki,1976-06-23,2023-07-17,2024-09-07,Married,2,SLTA,11.0,9.52,Operations,Senior,8786688.540896928,,3,3,1
EM5301,Putu Sihotang,Kota Depok,Laki-laki,2000-05-19,2020-11-01,2023-03-18,Single,0,D3,1.0,9.12,Finance & Accounting,Staff,4700334.0,,3,3,1
EM11982,Jagapati Natsir,Kepulauan Seribu,Laki-laki,2000-11-08,2020-11-20,2023-01-03,Single,0,SLTA,14.0,9.77,Finance & Accounting,Staff,1340732.0,1.0,1,3,1
EM10447,Nrima Nashiruddin,Kepulauan Seribu,Laki-laki,1981-03-26,2023-07-25,2024-08-15,Married,3,SLTA,13.0,9.62,Operations,Senior,12220254.453127451,,4,3,1
EM1199,Gambira Wijayanti,Kabupaten Bekasi,Perempuan,1998-11-30,2022-05-15,2024-01-08,Single,0,D2,6.0,9.88,Corporate Strategy & Communications,Staff,4019711.0,,2,2,1
EM8121,Bella Nasyiah,Kota Jakarta Timur,Perempuan,1997-01-23,2022-06-19,2023-10-01,Married,1,SLTA,9.0,9.25,Finance & Accounting,Staff,1860947.0,,1,1,1
EM4408,Ridwan Permata,Kota Bekasi,Laki-laki,1989-12-22,2021-11-22,2024-02-23,Married,2,SLTA,13.0,9.22,Marketing,Staff,1529787.0,,1,1,1
EM11704,Warta Firgantoro,Kabupaten Bekasi,Laki-laki,1991-02-08,2021-07-04,2022-11-29,Married,2,D3,1.0,9.83,Engineering & IT,Staff,4352635.0,,3,2,1
EM10772,Titin Aryani,Kabupaten Bekasi,Laki-laki,1985-03-22,2022-06-12,2024-07-11,Married,2,SLTA,6.0,9.57,HR,Staff,1974872.0,,3,2,1
EM6276,Darijan Wibisono,Kota Jakarta Utara,Perempuan,1973-08-16,2023-03-23,2024-06-27,Married,2,SLTA,13.0,9.32,HR,Senior,14663165.51316996,,3,3,1
EM6856,Ghaliyati Megantara,Kota Depok,Laki-laki,1972-01-03,2022-02-06,2024-03-28,Married,1,SLTA,8.0,9.2,Operations,Senior,9044977.162096417,,4,4,1
EM11055,Najib Mangunsong,Kabupaten Bogor,Perempuan,1986-04-13,2022-11-07,2024-02-05,Married,0,D3,9.0,9.37,Creative & Design,Staff,3383028.0,,3,1,1
EM6281,Adikara Pratiwi,Kabupaten Bogor,Perempuan,1991-11-19,2020-04-03,2023-02-20,Married,1,SLTA,13.0,9.59,HR,Staff,2195195.0,,1,2,1
EM8895,Margana Anggriawan,Kota Depok,Perempuan,1980-02-10,2022-05-02,2024-08-22,Married,0,D3,6.0,9.09,Finance & Accounting,Senior,10299094.372452645,2.0,4,4,1
EM9801,Gamanto Hutapea,Kota Jakarta Utara,Perempuan,1995-11-18,2020-12-08,2023-04-04,Single,0,D1,6.0,9.46,Corporate Strategy & Communications,Staff,3274223.0,,1,2,1
EM12391,Argono Kurniawan,Kabupaten Bogor,Perempuan,1985-11-28,2023-01-18,2024-02-11,Married,2,SLTA,14.0,9.41,Finance & Accounting,Staff,1418265.0,,3,3,1
EM9431,Karta Rajasa,Kabupaten Bekasi,Laki-laki,2000-01-30,2021-11-20,2023-04-18,Married,1,SLTA,11.0,9.86,Finance & Accounting,Staff,1736452.0,,2,3,1
EM8452,Ciaobella Uwais,Tangerang,Perempuan,1978-07-10,2023-07-04,2024-09-17,Married,2,SLTA,8.0,9.51,Finance & Accounting,Manager,8854380.297178274,,3,4,1
EM2663,Lidya Usada,Kota Jakarta Pusat,Perempuan,1999-01-11,2022-01-19,2024-02-14,Single,0,SLTA,12.0,9.59,Service & Support,Staff,2079437.0,,1,1,1
EM14039,Laswi Latupono,Kota Jakarta Pusat,Perempuan,1972-06-28,2023-02-02,2024-05-17,Married,1,SLTA,13.0,9.73,HR,Manager,14083538.076296326,,4,4,1
EM10536,Ratih Fujiati,Kota Jakarta Utara,Laki-laki,2000-09-25,2022-05-19,2024-08-16,Single,0,SLTA,4.0,9.03,Marketing,Staff,2263833.0,,3,2,1
EM11275,Lutfan Pradipta,Tangerang,Perempuan,1970-02-14,2021-09-26,2023-04-30,Married,2,D1,3.0,9.84,Corporate Strategy & Communications,Manager,7242465.717423347,,3,4,1
EM13369,Bagas Siregar,Tangerang,Perempuan,1997-08-14,2020-10-16,2023-04-04,Married,1,SLTA,9.0,9.34,HR,Staff,2231976.0,2.0,3,2,1
EM1090,Daryani Wijaya,Tangerang,Perempuan,1978-07-15,2022-06-23,2023-08-30,Married,4,SLTA,2.0,9.15,Creative & Design,Manager,14703298.494320596,,4,4,1
EM1209,Ellis Manullang,Tangerang,Laki-laki,2000-07-18,2022-06-09,2023-08-15,Single,0,SLTA,1.0,9.62,Operations,Staff,1735795.0,,3,2,1
EM12716,Karsana Prakasa,Kota Jakarta Timur,Perempuan,1986-12-15,2020-11-17,2023-01-12,Divorce,0,SLTA,9.0,9.41,Finance & Accounting,Staff,2926144.0,,2,2,1
EM2140,Garan Nababan,Tangerang,Perempuan,1984-12-08,2023-04-19,2024-06-19,Married,2,SLTA,15.0,9.66,Engineering & IT,Staff,1166868.0,,3,1,1
EM2769,Cakrawala Melani,Kota Depok,Perempuan,1989-12-09,2021-12-09,2024-01-19,Married,1,SLTA,8.0,9.86,Marketing,Staff,2153279.0,,3,2,1
EM3338,Marwata Namaga,Kota Jakarta Timur,Perempuan,1985-06-05,2022-08-21,2023-12-03,Married,3,SLTA,3.0,9.8,Finance & Accounting,Staff,1648191.0,,3,2,1
EM2410,Kairav Rajasa,Tangerang,Laki-laki,1999-07-21,2023-08-08,2024-09-06,Married,1,SLTA,9.0,9.2,Corporate Strategy & Communications,Staff,2188524.0,,2,1,1
EM2655,Tirta Hakim,Tangerang,Perempuan,1990-04-06,2020-12-29,2023-03-31,Married,0,SLTA,2.0,9.33,Operations,Staff,2516266.0,,3,2,1
EM6925,Salsabila Mahendra,Kabupaten Bogor,Perempuan,1986-02-25,2021-08-21,2023-12-06,Married,1,SLTA,4.0,9.37,Service & Support,Staff,2743983.0,,2,2,1
EM10032,Ega Widodo,Kabupaten Bogor,Laki-laki,1976-03-29,2022-01-11,2023-10-17,Married,2,D3,5.0,9.14,Marketing,Manager,8378481.342267645,,4,3,1
EM7963,Bagya Padmasari,Kabupaten Bekasi,Perempuan,1998-01-01,2023-01-09,2024-03-07,Married,2,SLTA,9.0,9.75,Operations,Staff,1904903.0,,2,2,1
EM10761,Amalia Hastuti,Tangerang,Laki-laki,1979-10-28,2022-05-03,2024-06-21,Married,1,SLTA,4.0,9.14,Operations,Senior,13585746.99311721,,3,3,1
EM11218,Lembah Widodo,Kota Jakarta Selatan,Perempuan,1992-05-20,2021-03-06,2023-05-23,Married,1,SLTA,6.0,9.64,Finance & Accounting,Staff,1338565.0,,1,1,1
EM8538,Kacung Prayoga,Kabupaten Bekasi,Perempuan,1984-04-28,2022-02-27,2023-04-01,Married,2,D2,,9.5,HR,Staff,3136204.0,,2,1,1
EM11229,Febi Mustofa,Kota Jakarta Pusat,Laki-laki,1992-01-01,2021-04-05,2023-06-09,Married,1,SLTA,10.0,9.69,HR,Staff,2351936.0,,3,1,1
EM4844,Gamanto Marpaung,Kota Jakarta Barat,Perempuan,1999-09-25,2022-11-02,2024-04-06,Single,0,SLTA,14.0,9.04,HR,Staff,1131440.0,,1,2,1
EM6379,Galar Farida,Kepulauan Seribu,Perempuan,1987-12-20,2023-01-03,2024-03-16,Married,2,D3,2.0,9.82,Marketing,Staff,4914485.0,,2,2,1
EM0363,Dwi Wibowo,Kabupaten Bekasi,Perempuan,1969-08-01,2021-05-04,2023-06-30,Married,0,SLTA,6.0,9.41,Corporate Strategy & Communications,Senior,6029033.347140178,,3,4,1
EM1693,Bagus Suryatmi,Kota Jakarta Barat,Perempuan,1988-12-27,2021-06-19,2023-09-30,Married,2,D3,3.0,9.16,Finance & Accounting,Staff,3955781.0,1.0,3,2,1
EM6067,Puput Marbun,Kota Jakarta Selatan,Laki-laki,1987-06-17,2020-05-31,2023-04-15,Married,2,D2,2.0,9.3,Finance & Accounting,Staff,4842285.0,,2,1,1
